,student id,learning outcome name,learning outcome friendly name,course sis id,assessment title,learning outcome rating,learning outcome rating points
311,25143,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_03,Persuasive Speech,,
312,26172,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_ENGL2410W_1U,DUE SATURDAY- Final Paper,"Target: Effectively use the English language in writing and speaking with clarity, coherence, and persuasiveness.",2.0
313,27295,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_04,Persuasive Speech,,
314,27319,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_02,Persuasive Speech,"Target: Effectively use the English language in writing and speaking with clarity, coherence, and persuasiveness.",2.0
315,27398,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_01,Persuasive Speech,"Target: Effectively use the English language in writing and speaking with clarity, coherence, and persuasiveness.",2.0
316,27526,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_ENGL2410W_1U,DUE SATURDAY- Final Paper,"Target: Effectively use the English language in writing and speaking with clarity, coherence, and persuasiveness.",2.0
317,27542,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_04,Persuasive Speech,,
318,27561,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_01,Persuasive Speech,"Target: Effectively use the English language in writing and speaking with clarity, coherence, and persuasiveness.",2.0
319,27589,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_04,Persuasive Speech,,
320,27695,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_ENGL2410W_1U,DUE SATURDAY- Final Paper,"Exemplary: Deliver a persuasive presentation, written or oral, that demonstrates a thorough understanding of context, audience, and purpose.",3.0
321,29218,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_02,Persuasive Speech,"Target: Effectively use the English language in writing and speaking with clarity, coherence, and persuasiveness.",2.0
322,29717,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_03,Persuasive Speech,,
323,32434,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_03,Persuasive Speech,,
324,32492,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_02,Persuasive Speech,"Exemplary: Deliver a persuasive presentation, written or oral, that demonstrates a thorough understanding of context, audience, and purpose.",3.0
325,34186,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_ENGL2410W_1U,DUE SATURDAY- Final Paper,"Exemplary: Deliver a persuasive presentation, written or oral, that demonstrates a thorough understanding of context, audience, and purpose.",3.0
326,34386,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_04,Persuasive Speech,,
327,34439,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_ENGL2410W_1U,DUE SATURDAY- Final Paper,"Target: Effectively use the English language in writing and speaking with clarity, coherence, and persuasiveness.",2.0
328,34475,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_02,Persuasive Speech,"Exemplary: Deliver a persuasive presentation, written or oral, that demonstrates a thorough understanding of context, audience, and purpose.",3.0
329,34488,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_03,Persuasive Speech,,
330,34573,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_01,Persuasive Speech,"Target: Effectively use the English language in writing and speaking with clarity, coherence, and persuasiveness.",2.0
331,34585,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_02,Persuasive Speech,"Exemplary: Deliver a persuasive presentation, written or oral, that demonstrates a thorough understanding of context, audience, and purpose.",3.0
332,34665,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_01,Persuasive Speech,"Exemplary: Deliver a persuasive presentation, written or oral, that demonstrates a thorough understanding of context, audience, and purpose.",3.0
333,34678,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_01,Persuasive Speech,"Exemplary: Deliver a persuasive presentation, written or oral, that demonstrates a thorough understanding of context, audience, and purpose.",3.0
334,34996,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_04,Persuasive Speech,,
335,35008,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_03,Persuasive Speech,,
336,35047,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_ENGL2410W_1U,DUE SATURDAY- Final Paper,"Exemplary: Deliver a persuasive presentation, written or oral, that demonstrates a thorough understanding of context, audience, and purpose.",3.0
337,37196,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_03,Persuasive Speech,,
338,38601,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_ENGL2410W_1U,DUE SATURDAY- Final Paper,"Target: Effectively use the English language in writing and speaking with clarity, coherence, and persuasiveness.",2.0
339,38639,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_03,Persuasive Speech,,
340,38926,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_04,Persuasive Speech,,
341,39006,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_03,Persuasive Speech,,
342,40463,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_02,Persuasive Speech,,
343,40467,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_02,Persuasive Speech,"Target: Effectively use the English language in writing and speaking with clarity, coherence, and persuasiveness.",2.0
344,40561,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_04,Persuasive Speech,"Exemplary: Deliver a persuasive presentation, written or oral, that demonstrates a thorough understanding of context, audience, and purpose.",3.0
345,40566,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_04,Persuasive Speech,,
346,40568,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_02,Persuasive Speech,"Exemplary: Deliver a persuasive presentation, written or oral, that demonstrates a thorough understanding of context, audience, and purpose.",3.0
347,40578,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_03,Persuasive Speech,,
348,40580,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_02,Persuasive Speech,"Target: Effectively use the English language in writing and speaking with clarity, coherence, and persuasiveness.",2.0
349,40599,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_01,Persuasive Speech,"Target: Effectively use the English language in writing and speaking with clarity, coherence, and persuasiveness.",2.0
350,40600,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_01,Persuasive Speech,"Exemplary: Deliver a persuasive presentation, written or oral, that demonstrates a thorough understanding of context, audience, and purpose.",3.0
351,40610,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_03,Persuasive Speech,,
352,40611,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_02,Persuasive Speech,"Target: Effectively use the English language in writing and speaking with clarity, coherence, and persuasiveness.",2.0
353,40629,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_02,Persuasive Speech,Minimum: Create a clear and coherent written or oral presentation for an audience.,1.0
354,40634,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_04,Persuasive Speech,,
355,40658,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_03,Persuasive Speech,"Exemplary: Deliver a persuasive presentation, written or oral, that demonstrates a thorough understanding of context, audience, and purpose.",3.0
356,40662,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_03,Persuasive Speech,,
357,40672,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_04,Persuasive Speech,,
358,40674,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_01,Persuasive Speech,"Exemplary: Deliver a persuasive presentation, written or oral, that demonstrates a thorough understanding of context, audience, and purpose.",3.0
359,40679,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_04,Persuasive Speech,,
360,40683,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_01,Persuasive Speech,"Target: Effectively use the English language in writing and speaking with clarity, coherence, and persuasiveness.",2.0
361,40686,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_04,Persuasive Speech,,
362,40699,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_01,Persuasive Speech,"Target: Effectively use the English language in writing and speaking with clarity, coherence, and persuasiveness.",2.0
363,40700,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_03,Persuasive Speech,,
364,40701,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_04,Persuasive Speech,,
365,40705,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_02,Persuasive Speech,"Target: Effectively use the English language in writing and speaking with clarity, coherence, and persuasiveness.",2.0
366,40712,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_01,Persuasive Speech,"Target: Effectively use the English language in writing and speaking with clarity, coherence, and persuasiveness.",2.0
367,40730,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_02,Persuasive Speech,"Exemplary: Deliver a persuasive presentation, written or oral, that demonstrates a thorough understanding of context, audience, and purpose.",3.0
368,40744,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_02,Persuasive Speech,"Target: Effectively use the English language in writing and speaking with clarity, coherence, and persuasiveness.",2.0
369,40746,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_04,Persuasive Speech,,
370,40747,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_02,Persuasive Speech,"Exemplary: Deliver a persuasive presentation, written or oral, that demonstrates a thorough understanding of context, audience, and purpose.",3.0
371,40797,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_02,Persuasive Speech,,
372,40799,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_04,Persuasive Speech,"Exemplary: Deliver a persuasive presentation, written or oral, that demonstrates a thorough understanding of context, audience, and purpose.",3.0
373,40827,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_02,Persuasive Speech,"Target: Effectively use the English language in writing and speaking with clarity, coherence, and persuasiveness.",2.0
374,40849,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_03,Persuasive Speech,,
375,40854,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_02,Persuasive Speech,"Target: Effectively use the English language in writing and speaking with clarity, coherence, and persuasiveness.",2.0
376,40856,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_04,Persuasive Speech,,
377,40892,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_03,Persuasive Speech,,
378,40915,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_01,Persuasive Speech,"Exemplary: Deliver a persuasive presentation, written or oral, that demonstrates a thorough understanding of context, audience, and purpose.",3.0
379,40916,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_03,Persuasive Speech,,
380,40926,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_01,Persuasive Speech,"Target: Effectively use the English language in writing and speaking with clarity, coherence, and persuasiveness.",2.0
381,40933,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_03,Persuasive Speech,,
382,41055,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_01,Persuasive Speech,"Exemplary: Deliver a persuasive presentation, written or oral, that demonstrates a thorough understanding of context, audience, and purpose.",3.0
383,41101,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_ENGL2410W_1U,DUE SATURDAY- Final Paper,"Target: Effectively use the English language in writing and speaking with clarity, coherence, and persuasiveness.",2.0
384,41104,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_04,Persuasive Speech,,
385,41124,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_04,Persuasive Speech,"Target: Effectively use the English language in writing and speaking with clarity, coherence, and persuasiveness.",2.0
386,41160,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_03,Persuasive Speech,,
387,41202,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_03,Persuasive Speech,,
388,41204,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_04,Persuasive Speech,,
389,41278,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_04,Persuasive Speech,,
390,41292,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_01,Persuasive Speech,"Exemplary: Deliver a persuasive presentation, written or oral, that demonstrates a thorough understanding of context, audience, and purpose.",3.0
391,41304,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_02,Persuasive Speech,"Target: Effectively use the English language in writing and speaking with clarity, coherence, and persuasiveness.",2.0
392,45724,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_01,Persuasive Speech,"Exemplary: Deliver a persuasive presentation, written or oral, that demonstrates a thorough understanding of context, audience, and purpose.",3.0
393,45770,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_01,Persuasive Speech,"Exemplary: Deliver a persuasive presentation, written or oral, that demonstrates a thorough understanding of context, audience, and purpose.",3.0
394,45995,GE_IP1_U1516 Intellectual and Practical Skills 1,,SP2022_COMM1210_03,Persuasive Speech,,
395,16164,GE_IP2_U1516 Intellectual and Practical Skills 2,,SP2022_ENGL2410W_1U,DUE SATURDAY- Final Paper,"Exemplary: Analyze their own and others' assumptions , resulting in the formulation and application of ideas to new contexts.",3.0
396,19671,GE_IP2_U1516 Intellectual and Practical Skills 2,,SP2022_ENGL2410W_1U,DUE SATURDAY- Final Paper,"Target: Make an informed, logical judgment of the arguments of others and compare and contrast the argument of others to one's own position.",2.0
397,21257,GE_IP2_U1516 Intellectual and Practical Skills 2,,SP2022_ENGL2410W_1U,DUE SATURDAY- Final Paper,"Target: Make an informed, logical judgment of the arguments of others and compare and contrast the argument of others to one's own position.",2.0
398,21272,GE_IP2_U1516 Intellectual and Practical Skills 2,,SP2022_ENGL2410W_1U,DUE SATURDAY- Final Paper,,
399,21464,GE_IP2_U1516 Intellectual and Practical Skills 2,,SP2022_ENGL2410W_1U,DUE SATURDAY- Final Paper,"Target: Make an informed, logical judgment of the arguments of others and compare and contrast the argument of others to one's own position.",2.0
400,21487,GE_IP2_U1516 Intellectual and Practical Skills 2,,SP2022_ENGL2410W_1U,DUE SATURDAY- Final Paper,"Target: Make an informed, logical judgment of the arguments of others and compare and contrast the argument of others to one's own position.",2.0
401,21608,GE_IP2_U1516 Intellectual and Practical Skills 2,,SP2022_ENGL2410W_1U,DUE SATURDAY- Final Paper,"Exemplary: Analyze their own and others' assumptions , resulting in the formulation and application of ideas to new contexts.",3.0
402,21799,GE_IP2_U1516 Intellectual and Practical Skills 2,,SP2022_ENGL2410W_1U,DUE SATURDAY- Final Paper,"Exemplary: Analyze their own and others' assumptions , resulting in the formulation and application of ideas to new contexts.",3.0
403,21869,GE_IP2_U1516 Intellectual and Practical Skills 2,,SP2022_ENGL2410W_1U,DUE SATURDAY- Final Paper,Minimum: Develop reasoned and meaningful arguments and positions.,1.0
404,26172,GE_IP2_U1516 Intellectual and Practical Skills 2,,SP2022_ENGL2410W_1U,DUE SATURDAY- Final Paper,"Target: Make an informed, logical judgment of the arguments of others and compare and contrast the argument of others to one's own position.",2.0
405,27526,GE_IP2_U1516 Intellectual and Practical Skills 2,,SP2022_ENGL2410W_1U,DUE SATURDAY- Final Paper,"Target: Make an informed, logical judgment of the arguments of others and compare and contrast the argument of others to one's own position.",2.0
406,27695,GE_IP2_U1516 Intellectual and Practical Skills 2,,SP2022_ENGL2410W_1U,DUE SATURDAY- Final Paper,"Exemplary: Analyze their own and others' assumptions , resulting in the formulation and application of ideas to new contexts.",3.0
407,34186,GE_IP2_U1516 Intellectual and Practical Skills 2,,SP2022_ENGL2410W_1U,DUE SATURDAY- Final Paper,"Exemplary: Analyze their own and others' assumptions , resulting in the formulation and application of ideas to new contexts.",3.0
408,34439,GE_IP2_U1516 Intellectual and Practical Skills 2,,SP2022_ENGL2410W_1U,DUE SATURDAY- Final Paper,"Target: Make an informed, logical judgment of the arguments of others and compare and contrast the argument of others to one's own position.",2.0
409,35047,GE_IP2_U1516 Intellectual and Practical Skills 2,,SP2022_ENGL2410W_1U,DUE SATURDAY- Final Paper,"Exemplary: Analyze their own and others' assumptions , resulting in the formulation and application of ideas to new contexts.",3.0
410,38601,GE_IP2_U1516 Intellectual and Practical Skills 2,,SP2022_ENGL2410W_1U,DUE SATURDAY- Final Paper,"Target: Make an informed, logical judgment of the arguments of others and compare and contrast the argument of others to one's own position.",2.0
411,41101,GE_IP2_U1516 Intellectual and Practical Skills 2,,SP2022_ENGL2410W_1U,DUE SATURDAY- Final Paper,"Target: Make an informed, logical judgment of the arguments of others and compare and contrast the argument of others to one's own position.",2.0
412,20821,GE_CF2_U1617 Christian Formation 2,,SP2022_HNRS3560_01,Paper 1,Exemplary: Articulate distinctive characteristics of Wesleyan theology and its contributions to broader conversations within Christian theology.,3.0
413,22440,GE_CF2_U1617 Christian Formation 2,,SP2022_HNRS3560_01,Paper 1,Exemplary: Articulate distinctive characteristics of Wesleyan theology and its contributions to broader conversations within Christian theology.,3.0
414,23259,GE_CF2_U1617 Christian Formation 2,,SP2022_HNRS3560_01,Paper 1,Target: Compare and contrast Wesleyan theology with other major theological traditions of Christendom.,2.0
415,27733,GE_CF2_U1617 Christian Formation 2,,SP2022_HNRS3560_01,Paper 1,Target: Compare and contrast Wesleyan theology with other major theological traditions of Christendom.,2.0
416,30892,GE_CF2_U1617 Christian Formation 2,,SP2022_HNRS3560_01,Paper 1,Target: Compare and contrast Wesleyan theology with other major theological traditions of Christendom.,2.0
417,34453,GE_CF2_U1617 Christian Formation 2,,SP2022_HNRS3560_01,Paper 1,Exemplary: Articulate distinctive characteristics of Wesleyan theology and its contributions to broader conversations within Christian theology.,3.0
418,34463,GE_CF2_U1617 Christian Formation 2,,SP2022_HNRS3560_01,Paper 1,Target: Compare and contrast Wesleyan theology with other major theological traditions of Christendom.,2.0
419,34465,GE_CF2_U1617 Christian Formation 2,,SP2022_HNRS3560_01,Paper 1,Target: Compare and contrast Wesleyan theology with other major theological traditions of Christendom.,2.0
420,34467,GE_CF2_U1617 Christian Formation 2,,SP2022_HNRS3560_01,Paper 1,Target: Compare and contrast Wesleyan theology with other major theological traditions of Christendom.,2.0
421,34573,GE_CF2_U1617 Christian Formation 2,,SP2022_HNRS3560_01,Paper 1,Target: Compare and contrast Wesleyan theology with other major theological traditions of Christendom.,2.0
422,34672,GE_CF2_U1617 Christian Formation 2,,SP2022_HNRS3560_01,Paper 1,Exemplary: Articulate distinctive characteristics of Wesleyan theology and its contributions to broader conversations within Christian theology.,3.0
423,34700,GE_CF2_U1617 Christian Formation 2,,SP2022_HNRS3560_01,Paper 1,Target: Compare and contrast Wesleyan theology with other major theological traditions of Christendom.,2.0
424,6621,GE_H1_U1617 Humanities 1,,SP2022_ENGL3510_1U,8.10 Critical Essay--Final Draft (Submit),"Minimum: Identify and define historical characteristics of visual, musical, and literary art.",1.0
425,17895,GE_H1_U1617 Humanities 1,,SP2022_ENGL3510_1U,8.10 Critical Essay--Final Draft (Submit),Target: Delineate the characteristics that make the historical composers/artists relevant to today's cultural context.,2.0
426,21276,GE_H1_U1617 Humanities 1,,SP2022_ENGL3510_1U,8.10 Critical Essay--Final Draft (Submit),Target: Delineate the characteristics that make the historical composers/artists relevant to today's cultural context.,2.0
427,21305,GE_H1_U1617 Humanities 1,,SP2022_ENGL3510_1U,8.10 Critical Essay--Final Draft (Submit),"Minimum: Identify and define historical characteristics of visual, musical, and literary art.",1.0
428,21550,GE_H1_U1617 Humanities 1,,SP2022_ENGL3510_1U,8.10 Critical Essay--Final Draft (Submit),Target: Delineate the characteristics that make the historical composers/artists relevant to today's cultural context.,2.0
429,22908,GE_H1_U1617 Humanities 1,,SP2022_ENGL3510_1U,8.10 Critical Essay--Final Draft (Submit),Target: Delineate the characteristics that make the historical composers/artists relevant to today's cultural context.,2.0
430,27637,GE_H1_U1617 Humanities 1,,SP2022_ENGL3510_1U,8.10 Critical Essay--Final Draft (Submit),Target: Delineate the characteristics that make the historical composers/artists relevant to today's cultural context.,2.0
431,27644,GE_H1_U1617 Humanities 1,,SP2022_ENGL3510_1U,8.10 Critical Essay--Final Draft (Submit),Target: Delineate the characteristics that make the historical composers/artists relevant to today's cultural context.,2.0
432,27694,GE_H1_U1617 Humanities 1,,SP2022_ENGL3510_1U,8.10 Critical Essay--Final Draft (Submit),Target: Delineate the characteristics that make the historical composers/artists relevant to today's cultural context.,2.0
433,27991,GE_H1_U1617 Humanities 1,,SP2022_ENGL3510_1U,8.10 Critical Essay--Final Draft (Submit),Target: Delineate the characteristics that make the historical composers/artists relevant to today's cultural context.,2.0
434,36561,GE_H1_U1617 Humanities 1,,SP2022_ENGL3510_1U,8.10 Critical Essay--Final Draft (Submit),Target: Delineate the characteristics that make the historical composers/artists relevant to today's cultural context.,2.0
435,16789,GE_H3_U1617 Humanities 3,,SP2022_EDUC3310_1L,Cultural Competency Teaching Reflection Paper,"Target: Demonstrate cultural competence by observing, contrasting, comparing, and understanding different cultures.",
436,19111,GE_H3_U1617 Humanities 3,,SP2022_EDUC3310_1L,Cultural Competency Teaching Reflection Paper,"Target: Demonstrate cultural competence by observing, contrasting, comparing, and understanding different cultures.",
437,27340,GE_H3_U1617 Humanities 3,,SP2022_EDUC3310_1L,Cultural Competency Teaching Reflection Paper,"Target: Demonstrate cultural competence by observing, contrasting, comparing, and understanding different cultures.",
438,27373,GE_H3_U1617 Humanities 3,,SP2022_EDUC3310_1L,Cultural Competency Teaching Reflection Paper,"Target: Demonstrate cultural competence by observing, contrasting, comparing, and understanding different cultures.",
439,27447,GE_H3_U1617 Humanities 3,,SP2022_EDUC3310_1L,Cultural Competency Teaching Reflection Paper,"Target: Demonstrate cultural competence by observing, contrasting, comparing, and understanding different cultures.",
440,27738,GE_H3_U1617 Humanities 3,,SP2022_EDUC3310_1L,Cultural Competency Teaching Reflection Paper,"Target: Demonstrate cultural competence by observing, contrasting, comparing, and understanding different cultures.",
441,6621,GE_IP1_U1617 Intellectual and Practical Skills 1,,SP2022_ENGL3510_1U,8.10 Critical Essay--Final Draft (Submit),Minimum: Create a clear and coherent written or oral presentation for an audience.,1.0
442,12853,GE_IP1_U1617 Intellectual and Practical Skills 1,,SP2022_ENGL3015C_1U,7.07 A4 Job Application Materials Submission,"Exemplary: Deliver a persuasive presentation, written or oral, that demonstrates a thorough understanding of context, audience, and purpose.",3.0
443,17895,GE_IP1_U1617 Intellectual and Practical Skills 1,,SP2022_ENGL3510_1U,8.10 Critical Essay--Final Draft (Submit),"Target: Effectively use the English language in writing and speaking with clarity, coherence, and persuasiveness.",2.0
444,21276,GE_IP1_U1617 Intellectual and Practical Skills 1,,SP2022_ENGL3510_1U,8.10 Critical Essay--Final Draft (Submit),"Target: Effectively use the English language in writing and speaking with clarity, coherence, and persuasiveness.",2.0
445,21305,GE_IP1_U1617 Intellectual and Practical Skills 1,,SP2022_ENGL3510_1U,8.10 Critical Essay--Final Draft (Submit),Minimum: Create a clear and coherent written or oral presentation for an audience.,1.0
446,21324,GE_IP1_U1617 Intellectual and Practical Skills 1,,SP2022_ENGL3015C_1U,7.07 A4 Job Application Materials Submission,"Target: Effectively use the English language in writing and speaking with clarity, coherence, and persuasiveness.",2.0
447,21508,GE_IP1_U1617 Intellectual and Practical Skills 1,,SP2022_ENGL3015C_1U,7.07 A4 Job Application Materials Submission,"Exemplary: Deliver a persuasive presentation, written or oral, that demonstrates a thorough understanding of context, audience, and purpose.",3.0
448,21533,GE_IP1_U1617 Intellectual and Practical Skills 1,,SP2022_ENGL3015C_1U,7.07 A4 Job Application Materials Submission,"Target: Effectively use the English language in writing and speaking with clarity, coherence, and persuasiveness.",2.0
449,21550,GE_IP1_U1617 Intellectual and Practical Skills 1,,SP2022_ENGL3510_1U,8.10 Critical Essay--Final Draft (Submit),"Target: Effectively use the English language in writing and speaking with clarity, coherence, and persuasiveness.",2.0
450,22908,GE_IP1_U1617 Intellectual and Practical Skills 1,,SP2022_ENGL3510_1U,8.10 Critical Essay--Final Draft (Submit),"Exemplary: Deliver a persuasive presentation, written or oral, that demonstrates a thorough understanding of context, audience, and purpose.",3.0
451,24593,GE_IP1_U1617 Intellectual and Practical Skills 1,,SP2022_ENGL3015C_1U,7.07 A4 Job Application Materials Submission,Minimum: Create a clear and coherent written or oral presentation for an audience.,1.0
452,25863,GE_IP1_U1617 Intellectual and Practical Skills 1,,SP2022_ENGL3015C_1U,7.07 A4 Job Application Materials Submission,"Exemplary: Deliver a persuasive presentation, written or oral, that demonstrates a thorough understanding of context, audience, and purpose.",3.0
453,26005,GE_IP1_U1617 Intellectual and Practical Skills 1,,SP2022_ENGL3015C_1U,7.07 A4 Job Application Materials Submission,,
454,26101,GE_IP1_U1617 Intellectual and Practical Skills 1,,SP2022_ENGL3015C_1U,7.07 A4 Job Application Materials Submission,"Exemplary: Deliver a persuasive presentation, written or oral, that demonstrates a thorough understanding of context, audience, and purpose.",3.0
455,27373,GE_IP1_U1617 Intellectual and Practical Skills 1,,SP2022_ENGL3015C_1U,7.07 A4 Job Application Materials Submission,,
456,27545,GE_IP1_U1617 Intellectual and Practical Skills 1,,SP2022_ENGL3015C_1U,7.07 A4 Job Application Materials Submission,"Target: Effectively use the English language in writing and speaking with clarity, coherence, and persuasiveness.",2.0
457,27588,GE_IP1_U1617 Intellectual and Practical Skills 1,,SP2022_ENGL3015C_1U,7.07 A4 Job Application Materials Submission,"Exemplary: Deliver a persuasive presentation, written or oral, that demonstrates a thorough understanding of context, audience, and purpose.",3.0
458,27637,GE_IP1_U1617 Intellectual and Practical Skills 1,,SP2022_ENGL3510_1U,8.10 Critical Essay--Final Draft (Submit),"Target: Effectively use the English language in writing and speaking with clarity, coherence, and persuasiveness.",2.0
459,27644,GE_IP1_U1617 Intellectual and Practical Skills 1,,SP2022_ENGL3510_1U,8.10 Critical Essay--Final Draft (Submit),"Target: Effectively use the English language in writing and speaking with clarity, coherence, and persuasiveness.",2.0
460,27692,GE_IP1_U1617 Intellectual and Practical Skills 1,,SP2022_ENGL3015C_1U,7.07 A4 Job Application Materials Submission,"Target: Effectively use the English language in writing and speaking with clarity, coherence, and persuasiveness.",2.0
461,27694,GE_IP1_U1617 Intellectual and Practical Skills 1,,SP2022_ENGL3510_1U,8.10 Critical Essay--Final Draft (Submit),Minimum: Create a clear and coherent written or oral presentation for an audience.,1.0
462,27751,GE_IP1_U1617 Intellectual and Practical Skills 1,,SP2022_ENGL3015C_1U,7.07 A4 Job Application Materials Submission,"Exemplary: Deliver a persuasive presentation, written or oral, that demonstrates a thorough understanding of context, audience, and purpose.",3.0
463,27914,GE_IP1_U1617 Intellectual and Practical Skills 1,,SP2022_ENGL3015C_1U,7.07 A4 Job Application Materials Submission,"Exemplary: Deliver a persuasive presentation, written or oral, that demonstrates a thorough understanding of context, audience, and purpose.",3.0
464,27991,GE_IP1_U1617 Intellectual and Practical Skills 1,,SP2022_ENGL3510_1U,8.10 Critical Essay--Final Draft (Submit),"Target: Effectively use the English language in writing and speaking with clarity, coherence, and persuasiveness.",2.0
